header,type,class,mechanism,group,snp
MEG_2900|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,Multi-compound,Biocide and metal resistance,Biocide and metal ABC efflux pumps,FETB,
MEG_3140|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,GLPF,
MEG_6514|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITB,Multi-compound,Biocide and metal resistance,Biocide and metal ABC efflux pumps,SITB,
MEG_1703|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CHR,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,CHR,
MEG_3270|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_regulator|HMRR,Multi-compound,Biocide and metal resistance,Biocide and metal resistance regulator,HMRR,
MEG_3061|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|FRNE,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,FRNE,
MEG_3269|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_regulator|HMRR,Multi-compound,Biocide and metal resistance,Biocide and metal resistance regulator,HMRR,
MEG_2668|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,DPSA,
MEG_1702|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CHR,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,CHR,
MEG_2658|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,DPR,
MEG_2662|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,DPR,
MEG_2663|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,DPSA,
MEG_7834|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,YHCN,
MEG_2656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,DPR,
MEG_1709|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_regulator|CHRB,Multi-compound,Biocide and metal resistance,Biocide and metal resistance regulator,CHRB,
MEG_499|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTA,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,ACTA,
MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,Multi-compound,Biocide and metal resistance,Biocide and metal ABC efflux pumps,FETB,
MEG_7831|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,YGIW,
MEG_2666|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,DPSA,
MEG_2665|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,DPSA,
MEG_7866|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,ZUPT,
MEG_6655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,TEHA,
MEG_6153|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|RUVB,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,RUVB,
MEG_2669|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,DPSA,
MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,GLPF,
MEG_7813|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YCHH,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,YCHH,
MEG_504|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_regulator|ACTR,Multi-compound,Biocide and metal resistance,Biocide and metal resistance regulator,ACTR,
MEG_2657|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,DPR,
MEG_2661|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,DPR,
MEG_498|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTA,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,ACTA,
MEG_502|Metals|Tellurium_resistance|Tellurium_resistance_protein|ACTP1,Metals,Tellurium resistance,Tellurium resistance protein,ACTP1,
MEG_3452|Metals|Tellurium_resistance|Tellurium_resistance_protein|KLAB,Metals,Tellurium resistance,Tellurium resistance protein,KLAB,
MEG_3453|Metals|Tellurium_resistance|Tellurium_resistance_protein|KLAC,Metals,Tellurium resistance,Tellurium resistance protein,KLAC,
MEG_6955|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,Metals,Tellurium resistance,Tellurium resistance protein,TERB,
MEG_6956|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,Metals,Tellurium resistance,Tellurium resistance protein,TERB,
MEG_6957|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERC,Metals,Tellurium resistance,Tellurium resistance protein,TERC,
MEG_6958|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERD,Metals,Tellurium resistance,Tellurium resistance protein,TERD,
MEG_6959|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERE,Metals,Tellurium resistance,Tellurium resistance protein,TERE,
MEG_6960|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERW,Metals,Tellurium resistance,Tellurium resistance protein,TERW,
MEG_6961|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,Metals,Tellurium resistance,Tellurium resistance protein,TERZ,
MEG_6962|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,Metals,Tellurium resistance,Tellurium resistance protein,TERZ,
MEG_7269|Metals|Tellurium_resistance|Tellurium_resistance_protein|TRGA,Metals,Tellurium resistance,Tellurium resistance protein,TRGA,
MEG_11429|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERA,Metals,Tellurium resistance,Tellurium resistance protein,TERA,
MEG_2443|Metals|Copper_resistance|Copper_resistance_regulator|CUER,Metals,Copper resistance,Copper resistance regulator,CUER,
MEG_503|Metals|Copper_resistance|Copper_resistance_protein|ACTPC,Metals,Copper resistance,Copper resistance protein,ACTPC,
MEG_2455|Metals|Copper_resistance|Copper_resistance_protein|CUTC,Metals,Copper resistance,Copper resistance protein,CUTC,
MEG_2080|Metals|Copper_resistance|Copper_resistance_regulator|COPY,Metals,Copper resistance,Copper resistance regulator,COPY,
MEG_2039|Metals|Copper_resistance|Copper_resistance_protein|COPB,Metals,Copper resistance,Copper resistance protein,COPB,
MEG_1231|Metals|Copper_resistance|Copper_resistance_regulator|BHSA,Metals,Copper resistance,Copper resistance regulator,BHSA,
MEG_2127|Metals|Copper_resistance|Copper_resistance_regulator|CRDR,Metals,Copper resistance,Copper resistance regulator,CRDR,
MEG_5420|Metals|Copper_resistance|Copper_resistance_protein|PCOC,Metals,Copper resistance,Copper resistance protein,PCOC,
MEG_2071|Metals|Copper_resistance|Copper_resistance_regulator|COPR,Metals,Copper resistance,Copper resistance regulator,COPR,
MEG_5422|Metals|Copper_resistance|Copper_resistance_protein|PCOD,Metals,Copper resistance,Copper resistance protein,PCOD,
MEG_2038|Metals|Copper_resistance|Copper_resistance_protein|COPB,Metals,Copper resistance,Copper resistance protein,COPB,
MEG_2051|Metals|Copper_resistance|Copper_resistance_protein|COPD,Metals,Copper resistance,Copper resistance protein,COPD,
MEG_6654|Metals|Copper_resistance|Copper_resistance_protein|TCRZ,Metals,Copper resistance,Copper resistance protein,TCRZ,
MEG_2082|Metals|Copper_resistance|Copper_resistance_regulator|COPZ,Metals,Copper resistance,Copper resistance regulator,COPZ,
MEG_2073|Metals|Copper_resistance|Copper_resistance_regulator|COPR,Metals,Copper resistance,Copper resistance regulator,COPR,
MEG_2059|Metals|Copper_resistance|Copper_resistance_protein|COPG,Metals,Copper resistance,Copper resistance protein,COPG,
MEG_6651|Metals|Copper_resistance|Copper_resistance_protein|TCRA,Metals,Copper resistance,Copper resistance protein,TCRA,
MEG_6653|Metals|Copper_resistance|Copper_resistance_protein|TCRY,Metals,Copper resistance,Copper resistance protein,TCRY,
MEG_5416|Metals|Copper_resistance|Copper_resistance_protein|PCOA,Metals,Copper resistance,Copper resistance protein,PCOA,
MEG_2067|Metals|Copper_resistance|Copper_resistance_protein|COPP,Metals,Copper resistance,Copper resistance protein,COPP,
MEG_2654|Metals|Copper_resistance|Copper_resistance_protein|DNAK,Metals,Copper resistance,Copper resistance protein,DNAK,
MEG_2083|Metals|Copper_resistance|Copper_resistance_regulator|COPZ,Metals,Copper resistance,Copper resistance regulator,COPZ,
MEG_2048|Metals|Copper_resistance|Copper_resistance_protein|COPC,Metals,Copper resistance,Copper resistance protein,COPC,
MEG_2052|Metals|Copper_resistance|Copper_resistance_protein|COPD,Metals,Copper resistance,Copper resistance protein,COPD,
MEG_2061|Metals|Copper_resistance|Copper_resistance_protein|COPK,Metals,Copper resistance,Copper resistance protein,COPK,
MEG_6652|Metals|Copper_resistance|Copper_resistance_protein|TCRB,Metals,Copper resistance,Copper resistance protein,TCRB,
MEG_2023|Metals|Copper_resistance|Copper_resistance_protein|COPA,Metals,Copper resistance,Copper resistance protein,COPA,
MEG_2021|Metals|Copper_resistance|Copper_resistance_protein|COPA,Metals,Copper resistance,Copper resistance protein,COPA,
MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,Metals,Copper resistance,Copper resistance regulator,COMR,
MEG_2460|Metals|Copper_resistance|Copper_resistance_protein|CUTR,Metals,Copper resistance,Copper resistance protein,CUTR,
MEG_2136|Metals|Copper_resistance|Copper_resistance_regulator|CSOR,Metals,Copper resistance,Copper resistance regulator,CSOR,
MEG_2063|Metals|Copper_resistance|Copper_resistance_protein|COPL,Metals,Copper resistance,Copper resistance protein,COPL,
MEG_2442|Metals|Copper_resistance|Copper_resistance_regulator|CUER,Metals,Copper resistance,Copper resistance regulator,CUER,
MEG_2019|Metals|Copper_resistance|Copper_resistance_protein|COPA,Metals,Copper resistance,Copper resistance protein,COPA,
MEG_2044|Metals|Copper_resistance|Copper_resistance_protein|COPC,Metals,Copper resistance,Copper resistance protein,COPC,
MEG_2022|Metals|Copper_resistance|Copper_resistance_protein|COPA,Metals,Copper resistance,Copper resistance protein,COPA,
MEG_2024|Metals|Copper_resistance|Copper_resistance_protein|COPA,Metals,Copper resistance,Copper resistance protein,COPA,
MEG_5417|Metals|Copper_resistance|Copper_resistance_protein|PCOB,Metals,Copper resistance,Copper resistance protein,PCOB,
MEG_2062|Metals|Copper_resistance|Copper_resistance_protein|COPL,Metals,Copper resistance,Copper resistance protein,COPL,
MEG_2077|Metals|Copper_resistance|Copper_resistance_regulator|COPS,Metals,Copper resistance,Copper resistance regulator,COPS,
MEG_722|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|ALMG,Drugs,Cationic antimicrobial peptides,Lipid A modification,ALMG,
MEG_1122|Drugs|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|ARNA,Drugs,Cationic antimicrobial peptides,Polymyxin B resistance regulator,ARNA,
MEG_1198|Drugs|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|BASRS,Drugs,Cationic antimicrobial peptides,Polymyxin B resistance regulator,BASRS,
MEG_2700|Drugs|Cationic_antimicrobial_peptides|Edeine_acetyltransferase|EDEQ,Drugs,Cationic antimicrobial peptides,Edeine acetyltransferase,EDEQ,
MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA,Drugs,Cationic antimicrobial peptides,Lipid A modification,EPTA,
MEG_4053|Drugs|Cationic_antimicrobial_peptides|Defensin-resistant_mprF|MPRF,Drugs,Cationic antimicrobial peptides,Defensin-resistant mprF,MPRF,
MEG_4054|Drugs|Cationic_antimicrobial_peptides|Defensin-resistant_mprF|MPRF,Drugs,Cationic antimicrobial peptides,Defensin-resistant mprF,MPRF,
MEG_4055|Drugs|Cationic_antimicrobial_peptides|Defensin-resistant_mprF|MPRF,Drugs,Cationic antimicrobial peptides,Defensin-resistant mprF,MPRF,
MEG_4056|Drugs|Cationic_antimicrobial_peptides|Defensin-resistant_mprF|MPRF,Drugs,Cationic antimicrobial peptides,Defensin-resistant mprF,MPRF,
MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF,Drugs,Cationic antimicrobial peptides,Lipid A modification,PMRF,
MEG_7328|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|UGD,Drugs,Cationic antimicrobial peptides,Lipid A modification,UGD,
MEG_723|Metals|Aluminum_resistance|Aluminum_resistance_protein|ALU1P,Metals,Aluminum resistance,Aluminum resistance protein,ALU1P,
MEG_3075|Metals|Aluminum_resistance|Aluminum_ATPase_|G2ALT,Metals,Aluminum resistance,Aluminum ATPase,G2ALT,
MEG_1123|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1124|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1125|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1126|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1127|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1128|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1129|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1130|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1131|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1132|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1133|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1134|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1135|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1136|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1137|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1138|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_3434|Drugs|Rifampin|Monooxygenase|IRI,Drugs,Rifampin,Monooxygenase,IRI,
MEG_6047|Drugs|Rifampin|RNA-polymerase_binding_protein|RBPA,Drugs,Rifampin,RNA-polymerase binding protein,RBPA,
MEG_6054|Drugs|Rifampin|Rifampin_glycosyltransferase|RGT,Drugs,Rifampin,Rifampin glycosyltransferase,RGT,
MEG_6085|Drugs|Rifampin|Monooxygenase|ROX,Drugs,Rifampin,Monooxygenase,ROX,
MEG_6086|Drugs|Rifampin|Rifampin_phosphotransferase|RPH,Drugs,Rifampin,Rifampin phosphotransferase,RPH,
MEG_6087|Drugs|Rifampin|Rifampin_phosphotransferase|RPH,Drugs,Rifampin,Rifampin phosphotransferase,RPH,
MEG_6088|Drugs|Rifampin|Rifampin_phosphotransferase|RPH,Drugs,Rifampin,Rifampin phosphotransferase,RPH,
MEG_6089|Drugs|Rifampin|Rifampin_phosphotransferase|RPH,Drugs,Rifampin,Rifampin phosphotransferase,RPH,
MEG_8674|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB,Drugs,Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB,
MEG_10008|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB,Drugs,Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB,
MEG_10088|Drugs|Rifampin|RNA_polymerase_protection_protein|HELR,Drugs,Rifampin,RNA polymerase protection protein,HELR,
MEG_10128|Drugs|Rifampin|Rifampin_monooyxgenase|ROX,Drugs,Rifampin,Rifampin monooyxgenase,ROX,
MEG_6502|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC,Metals,Multi-metal resistance,Multi-metal RND efflux pumps,SILC,
MEG_2897|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,Metals,Multi-metal resistance,Multi-metal ABC efflux pumps,FECE,
MEG_2478|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZNC,Metals,Multi-metal resistance,Multi-metal RND efflux pumps,CZNC,
MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,Metals,Multi-metal resistance,Multi-metal resistance protein,ARSBM,
MEG_1150|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,Metals,Multi-metal resistance,Multi-metal resistance protein,ARSBM,
MEG_6499|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA,Metals,Multi-metal resistance,Multi-metal RND efflux pumps,SILA,
MEG_5787|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA,Metals,Multi-metal resistance,Multi-metal resistance protein,PITA,
MEG_7281|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|TROD,Metals,Multi-metal resistance,Multi-metal ABC efflux pumps,TROD,
MEG_2092|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORD,Metals,Multi-metal resistance,Multi-metal resistance protein,CORD,
MEG_1485|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADC,Metals,Multi-metal resistance,Multi-metal resistance regulator,CADC,
MEG_2891|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FBPC,Metals,Multi-metal resistance,Multi-metal ABC efflux pumps,FBPC,
MEG_7821|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YFEA,Metals,Multi-metal resistance,Multi-metal resistance protein,YFEA,
MEG_3168|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|GOLT,Metals,Multi-metal resistance,Multi-metal resistance protein,GOLT,
MEG_3440|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|IRLS,Metals,Multi-metal resistance,Multi-metal resistance regulator,IRLS,
MEG_2010|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CNRC,Metals,Multi-metal resistance,Multi-metal resistance protein,CNRC,
MEG_4059|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MREA,Metals,Multi-metal resistance,Multi-metal resistance protein,MREA,
MEG_2011|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CNRH,Metals,Multi-metal resistance,Multi-metal resistance regulator,CNRH,
MEG_4125|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_pumps|NCRC,Metals,Multi-metal resistance,Multi-metal MFS efflux pumps,NCRC,
MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR,Metals,Multi-metal resistance,Multi-metal resistance protein,MNTR,
MEG_1162|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,Metals,Multi-metal resistance,Multi-metal resistance protein,ARSCM,
MEG_2009|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CNRB,Metals,Multi-metal resistance,Multi-metal resistance protein,CNRB,
MEG_2463|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCB,Metals,Multi-metal resistance,Multi-metal RND efflux pumps,CZCB,
MEG_6053|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RECGM,Metals,Multi-metal resistance,Multi-metal resistance protein,RECGM,
MEG_4005|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,Metals,Multi-metal resistance,Multi-metal ABC efflux pumps,MODB,
MEG_4217|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NREB,Metals,Multi-metal resistance,Multi-metal resistance protein,NREB,
MEG_2888|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FBPA,Metals,Multi-metal resistance,Multi-metal ABC efflux pumps,FBPA,
MEG_1483|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CADA,Metals,Multi-metal resistance,Multi-metal resistance protein,CADA,
MEG_2088|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORB,Metals,Multi-metal resistance,Multi-metal resistance protein,CORB,
MEG_1177|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,Metals,Multi-metal resistance,Multi-metal resistance protein,ARSRM,
MEG_5775|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PFR,Metals,Multi-metal resistance,Multi-metal resistance protein,PFR,
MEG_5774|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PFR,Metals,Multi-metal resistance,Multi-metal resistance protein,PFR,
MEG_4116|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCCX,Metals,Multi-metal resistance,Multi-metal resistance protein,NCCX,
MEG_2682|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,Metals,Multi-metal resistance,Multi-metal resistance protein,DSBA,
MEG_2678|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,Metals,Multi-metal resistance,Multi-metal resistance protein,DSBA,
MEG_4003|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA,Metals,Multi-metal resistance,Multi-metal ABC efflux pumps,MODA,
MEG_7283|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_regulator|TROR,Metals,Multi-metal resistance,Multi-metal ABC efflux regulator,TROR,
MEG_2681|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,Metals,Multi-metal resistance,Multi-metal resistance protein,DSBA,
MEG_3435|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|IRLR,Metals,Multi-metal resistance,Multi-metal resistance regulator,IRLR,
MEG_2672|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,Metals,Multi-metal resistance,Multi-metal resistance protein,DSBA,
MEG_11335|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADC,Metals,Multi-metal resistance,Multi-metal resistance regulator,CADC,
MEG_1168|Biocides|Naphthoquinone|Naphthoquinone_resistance_protein|ARSHN,Biocides,Naphthoquinone,Naphthoquinone resistance protein,ARSHN,
MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR,Biocides,Acid resistance,Acid resistance protein,ASR,
MEG_1182|Biocides|Acid_resistance|Acid_resistance_protein|ASR,Biocides,Acid resistance,Acid resistance protein,ASR,
MEG_2701|Biocides|Acid_resistance|Acid_resistance_protein|EEFA,Biocides,Acid resistance,Acid resistance protein,EEFA,
MEG_2702|Biocides|Acid_resistance|Acid_resistance_protein|EEFX,Biocides,Acid resistance,Acid resistance protein,EEFX,
MEG_2867|Biocides|Acid_resistance|Acid_resistance_regulator|EVGA,Biocides,Acid resistance,Acid resistance regulator,EVGA,
MEG_3076|Biocides|Acid_resistance|Acid_resistance_protein|GADA,Biocides,Acid resistance,Acid resistance protein,GADA,
MEG_3077|Biocides|Acid_resistance|Acid_resistance_protein|GADA,Biocides,Acid resistance,Acid resistance protein,GADA,
MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,Biocides,Acid resistance,Acid resistance protein,GADB,
MEG_3079|Biocides|Acid_resistance|Acid_resistance_protein|GADC,Biocides,Acid resistance,Acid resistance protein,GADC,
MEG_3080|Biocides|Acid_resistance|Acid_resistance_regulator|GADE,Biocides,Acid resistance,Acid resistance regulator,GADE,
MEG_3253|Biocides|Acid_resistance|Acid_resistance_protein|HDEA,Biocides,Acid resistance,Acid resistance protein,HDEA,
MEG_3254|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,Biocides,Acid resistance,Acid resistance protein,HDEB,
MEG_3255|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,Biocides,Acid resistance,Acid resistance protein,HDEB,
MEG_3256|Biocides|Acid_resistance|Acid_resistance_protein|HEFA,Biocides,Acid resistance,Acid resistance protein,HEFA,
MEG_3257|Biocides|Acid_resistance|Acid_resistance_protein|HEFC,Biocides,Acid resistance,Acid resistance protein,HEFC,
MEG_7820|Biocides|Acid_resistance|Acid_resistance_protein|YDEP,Biocides,Acid resistance,Acid resistance protein,YDEP,
MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,Drugs,Bacitracin,Undecaprenyl pyrophosphate phosphatase,BACA,
MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,Drugs,Bacitracin,Undecaprenyl pyrophosphate phosphatase,BACA,
MEG_1196|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BAHA,Drugs,Bacitracin,Undecaprenyl pyrophosphate phosphatase,BAHA,
MEG_1213|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRA,Drugs,Bacitracin,Bacitracin ABC transporter,BCRA,
MEG_1214|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRB,Drugs,Bacitracin,Bacitracin ABC transporter,BCRB,
MEG_1215|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRC,Drugs,Bacitracin,Bacitracin ABC transporter,BCRC,
MEG_11299|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRA,Drugs,Bacitracin,Bacitracin ABC transporter,BCRA,
MEG_7469|Drugs|Glycopeptides|VanB-type_regulator|VANRB,Drugs,Glycopeptides,VanB-type regulator,VANRB,
MEG_7384|Drugs|Glycopeptides|VanD-type_resistance_protein|VAND,Drugs,Glycopeptides,VanD-type resistance protein,VAND,
MEG_7441|Drugs|Glycopeptides|VanI-type_resistance_protein|VANI,Drugs,Glycopeptides,VanI-type resistance protein,VANI,
