header,type,class,mechanism,group,snp
MEG_2665|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,DPSA,
MEG_3140|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,GLPF,
MEG_8700|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITABCD,Multi-compound,Biocide and metal resistance,Biocide and metal ABC efflux pumps,SITABCD,
MEG_6153|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|RUVB,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,RUVB,
MEG_504|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_regulator|ACTR,Multi-compound,Biocide and metal resistance,Biocide and metal resistance regulator,ACTR,
MEG_1709|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_regulator|CHRB,Multi-compound,Biocide and metal resistance,Biocide and metal resistance regulator,CHRB,
MEG_2661|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,DPR,
MEG_2659|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,DPR,
MEG_498|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTA,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,ACTA,
MEG_4377|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|OSCA,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,OSCA,
MEG_505|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_regulator|ACTS,Multi-compound,Biocide and metal resistance,Biocide and metal resistance regulator,ACTS,
MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,Multi-compound,Biocide and metal resistance,Biocide and metal ABC efflux pumps,FETB,
MEG_7836|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YJAA,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,YJAA,
MEG_6516|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITD,Multi-compound,Biocide and metal resistance,Biocide and metal ABC efflux pumps,SITD,
MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,TEHB,
MEG_6515|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITC,Multi-compound,Biocide and metal resistance,Biocide and metal ABC efflux pumps,SITC,
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,ZUPT,
MEG_2669|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,DPSA,
MEG_2444|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CUID,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,CUID,
MEG_3294|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|IDER,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,IDER,
MEG_1702|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CHR,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,CHR,
MEG_6655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,TEHA,
MEG_499|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTA,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,ACTA,
MEG_2663|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,DPSA,
MEG_1704|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CHR,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,CHR,
MEG_2898|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA,Multi-compound,Biocide and metal resistance,Biocide and metal ABC efflux pumps,FETA,
MEG_7866|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,ZUPT,
MEG_7833|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,YHCN,
MEG_500|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTP,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,ACTP,
MEG_502|Metals|Tellurium_resistance|Tellurium_resistance_protein|ACTP1,Metals,Tellurium resistance,Tellurium resistance protein,ACTP1,
MEG_3452|Metals|Tellurium_resistance|Tellurium_resistance_protein|KLAB,Metals,Tellurium resistance,Tellurium resistance protein,KLAB,
MEG_3453|Metals|Tellurium_resistance|Tellurium_resistance_protein|KLAC,Metals,Tellurium resistance,Tellurium resistance protein,KLAC,
MEG_6955|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,Metals,Tellurium resistance,Tellurium resistance protein,TERB,
MEG_6956|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,Metals,Tellurium resistance,Tellurium resistance protein,TERB,
MEG_6957|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERC,Metals,Tellurium resistance,Tellurium resistance protein,TERC,
MEG_6958|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERD,Metals,Tellurium resistance,Tellurium resistance protein,TERD,
MEG_6959|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERE,Metals,Tellurium resistance,Tellurium resistance protein,TERE,
MEG_6960|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERW,Metals,Tellurium resistance,Tellurium resistance protein,TERW,
MEG_6961|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,Metals,Tellurium resistance,Tellurium resistance protein,TERZ,
MEG_6962|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,Metals,Tellurium resistance,Tellurium resistance protein,TERZ,
MEG_7269|Metals|Tellurium_resistance|Tellurium_resistance_protein|TRGA,Metals,Tellurium resistance,Tellurium resistance protein,TRGA,
MEG_11429|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERA,Metals,Tellurium resistance,Tellurium resistance protein,TERA,
MEG_2654|Metals|Copper_resistance|Copper_resistance_protein|DNAK,Metals,Copper resistance,Copper resistance protein,DNAK,
MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,Metals,Copper resistance,Copper resistance regulator,COMR,
MEG_2049|Metals|Copper_resistance|Copper_resistance_protein|COPC,Metals,Copper resistance,Copper resistance protein,COPC,
MEG_2067|Metals|Copper_resistance|Copper_resistance_protein|COPP,Metals,Copper resistance,Copper resistance protein,COPP,
MEG_2024|Metals|Copper_resistance|Copper_resistance_protein|COPA,Metals,Copper resistance,Copper resistance protein,COPA,
MEG_2443|Metals|Copper_resistance|Copper_resistance_regulator|CUER,Metals,Copper resistance,Copper resistance regulator,CUER,
MEG_2053|Metals|Copper_resistance|Copper_resistance_protein|COPD,Metals,Copper resistance,Copper resistance protein,COPD,
MEG_2456|Metals|Copper_resistance|Copper_resistance_protein|CUTC,Metals,Copper resistance,Copper resistance protein,CUTC,
MEG_2440|Metals|Copper_resistance|Copper_resistance_protein|CUEO,Metals,Copper resistance,Copper resistance protein,CUEO,
MEG_2036|Metals|Copper_resistance|Copper_resistance_protein|COPB,Metals,Copper resistance,Copper resistance protein,COPB,
MEG_3277|Metals|Copper_resistance|Copper_resistance_protein|HPCOPP,Metals,Copper resistance,Copper resistance protein,HPCOPP,
MEG_2037|Metals|Copper_resistance|Copper_resistance_protein|COPB,Metals,Copper resistance,Copper resistance protein,COPB,
MEG_5420|Metals|Copper_resistance|Copper_resistance_protein|PCOC,Metals,Copper resistance,Copper resistance protein,PCOC,
MEG_1231|Metals|Copper_resistance|Copper_resistance_regulator|BHSA,Metals,Copper resistance,Copper resistance regulator,BHSA,
MEG_2136|Metals|Copper_resistance|Copper_resistance_regulator|CSOR,Metals,Copper resistance,Copper resistance regulator,CSOR,
MEG_2143|Metals|Copper_resistance|Copper_resistance_protein|CTPV,Metals,Copper resistance,Copper resistance protein,CTPV,
MEG_2079|Metals|Copper_resistance|Copper_resistance_protein|COPV,Metals,Copper resistance,Copper resistance protein,COPV,
MEG_2455|Metals|Copper_resistance|Copper_resistance_protein|CUTC,Metals,Copper resistance,Copper resistance protein,CUTC,
MEG_2032|Metals|Copper_resistance|Copper_resistance_protein|COPA,Metals,Copper resistance,Copper resistance protein,COPA,
MEG_2070|Metals|Copper_resistance|Copper_resistance_regulator|COPR,Metals,Copper resistance,Copper resistance regulator,COPR,
MEG_2051|Metals|Copper_resistance|Copper_resistance_protein|COPD,Metals,Copper resistance,Copper resistance protein,COPD,
MEG_2038|Metals|Copper_resistance|Copper_resistance_protein|COPB,Metals,Copper resistance,Copper resistance protein,COPB,
MEG_7828|Metals|Copper_resistance|Copper_resistance_protein|YFMO,Metals,Copper resistance,Copper resistance protein,YFMO,
MEG_5417|Metals|Copper_resistance|Copper_resistance_protein|PCOB,Metals,Copper resistance,Copper resistance protein,PCOB,
MEG_2069|Metals|Copper_resistance|Copper_resistance_regulator|COPR,Metals,Copper resistance,Copper resistance regulator,COPR,
MEG_5424|Metals|Copper_resistance|Copper_resistance_regulator|PCOR,Metals,Copper resistance,Copper resistance regulator,PCOR,
MEG_2047|Metals|Copper_resistance|Copper_resistance_protein|COPC,Metals,Copper resistance,Copper resistance protein,COPC,
MEG_2045|Metals|Copper_resistance|Copper_resistance_protein|COPC,Metals,Copper resistance,Copper resistance protein,COPC,
MEG_3278|Metals|Copper_resistance|Copper_resistance_protein|HPCOPP,Metals,Copper resistance,Copper resistance protein,HPCOPP,
MEG_2080|Metals|Copper_resistance|Copper_resistance_regulator|COPY,Metals,Copper resistance,Copper resistance regulator,COPY,
MEG_2653|Metals|Copper_resistance|Copper_resistance_protein|DNAK,Metals,Copper resistance,Copper resistance protein,DNAK,
MEG_5421|Metals|Copper_resistance|Copper_resistance_protein|PCOD,Metals,Copper resistance,Copper resistance protein,PCOD,
MEG_3276|Metals|Copper_resistance|Copper_resistance_protein|HPCOPP,Metals,Copper resistance,Copper resistance protein,HPCOPP,
MEG_3733|Metals|Copper_resistance|Copper_resistance_protein|MCTB,Metals,Copper resistance,Copper resistance protein,MCTB,
MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,Metals,Copper resistance,Copper resistance protein,CUTF,
MEG_2046|Metals|Copper_resistance|Copper_resistance_protein|COPC,Metals,Copper resistance,Copper resistance protein,COPC,
MEG_2083|Metals|Copper_resistance|Copper_resistance_regulator|COPZ,Metals,Copper resistance,Copper resistance regulator,COPZ,
MEG_2030|Metals|Copper_resistance|Copper_resistance_protein|COPA,Metals,Copper resistance,Copper resistance protein,COPA,
MEG_2021|Metals|Copper_resistance|Copper_resistance_protein|COPA,Metals,Copper resistance,Copper resistance protein,COPA,
MEG_2025|Metals|Copper_resistance|Copper_resistance_protein|COPA,Metals,Copper resistance,Copper resistance protein,COPA,
MEG_722|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|ALMG,Drugs,Cationic antimicrobial peptides,Lipid A modification,ALMG,
MEG_1122|Drugs|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|ARNA,Drugs,Cationic antimicrobial peptides,Polymyxin B resistance regulator,ARNA,
MEG_1198|Drugs|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|BASRS,Drugs,Cationic antimicrobial peptides,Polymyxin B resistance regulator,BASRS,
MEG_2700|Drugs|Cationic_antimicrobial_peptides|Edeine_acetyltransferase|EDEQ,Drugs,Cationic antimicrobial peptides,Edeine acetyltransferase,EDEQ,
MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA,Drugs,Cationic antimicrobial peptides,Lipid A modification,EPTA,
MEG_4053|Drugs|Cationic_antimicrobial_peptides|Defensin-resistant_mprF|MPRF,Drugs,Cationic antimicrobial peptides,Defensin-resistant mprF,MPRF,
MEG_4054|Drugs|Cationic_antimicrobial_peptides|Defensin-resistant_mprF|MPRF,Drugs,Cationic antimicrobial peptides,Defensin-resistant mprF,MPRF,
MEG_4055|Drugs|Cationic_antimicrobial_peptides|Defensin-resistant_mprF|MPRF,Drugs,Cationic antimicrobial peptides,Defensin-resistant mprF,MPRF,
MEG_4056|Drugs|Cationic_antimicrobial_peptides|Defensin-resistant_mprF|MPRF,Drugs,Cationic antimicrobial peptides,Defensin-resistant mprF,MPRF,
MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF,Drugs,Cationic antimicrobial peptides,Lipid A modification,PMRF,
MEG_7328|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|UGD,Drugs,Cationic antimicrobial peptides,Lipid A modification,UGD,
MEG_723|Metals|Aluminum_resistance|Aluminum_resistance_protein|ALU1P,Metals,Aluminum resistance,Aluminum resistance protein,ALU1P,
MEG_3075|Metals|Aluminum_resistance|Aluminum_ATPase_|G2ALT,Metals,Aluminum resistance,Aluminum ATPase,G2ALT,
MEG_1123|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1124|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1125|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1126|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1127|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1128|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1129|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1130|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1131|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1132|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1133|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1134|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1135|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1136|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1137|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_1138|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Drugs,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR,
MEG_3434|Drugs|Rifampin|Monooxygenase|IRI,Drugs,Rifampin,Monooxygenase,IRI,
MEG_6047|Drugs|Rifampin|RNA-polymerase_binding_protein|RBPA,Drugs,Rifampin,RNA-polymerase binding protein,RBPA,
MEG_6054|Drugs|Rifampin|Rifampin_glycosyltransferase|RGT,Drugs,Rifampin,Rifampin glycosyltransferase,RGT,
MEG_6085|Drugs|Rifampin|Monooxygenase|ROX,Drugs,Rifampin,Monooxygenase,ROX,
MEG_6086|Drugs|Rifampin|Rifampin_phosphotransferase|RPH,Drugs,Rifampin,Rifampin phosphotransferase,RPH,
MEG_6087|Drugs|Rifampin|Rifampin_phosphotransferase|RPH,Drugs,Rifampin,Rifampin phosphotransferase,RPH,
MEG_6088|Drugs|Rifampin|Rifampin_phosphotransferase|RPH,Drugs,Rifampin,Rifampin phosphotransferase,RPH,
MEG_6089|Drugs|Rifampin|Rifampin_phosphotransferase|RPH,Drugs,Rifampin,Rifampin phosphotransferase,RPH,
MEG_8674|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB,Drugs,Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB,
MEG_10008|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB,Drugs,Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB,
MEG_10088|Drugs|Rifampin|RNA_polymerase_protection_protein|HELR,Drugs,Rifampin,RNA polymerase protection protein,HELR,
MEG_10128|Drugs|Rifampin|Rifampin_monooyxgenase|ROX,Drugs,Rifampin,Rifampin monooyxgenase,ROX,
MEG_11322|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,Metals,Multi-metal resistance,Multi-metal resistance protein,ARSA,
MEG_2091|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,Metals,Multi-metal resistance,Multi-metal resistance protein,CORC,
MEG_4122|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_regulator|NCRB,Metals,Multi-metal resistance,Multi-metal MFS efflux regulator,NCRB,
MEG_4129|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCZA,Metals,Multi-metal resistance,Multi-metal resistance protein,NCZA,
MEG_4115|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCCN,Metals,Multi-metal resistance,Multi-metal resistance protein,NCCN,
MEG_2690|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,Metals,Multi-metal resistance,Multi-metal resistance protein,DSBB,
MEG_5777|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PGPA,Metals,Multi-metal resistance,Multi-metal resistance protein,PGPA,
MEG_4217|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NREB,Metals,Multi-metal resistance,Multi-metal resistance protein,NREB,
MEG_11336|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADC,Metals,Multi-metal resistance,Multi-metal resistance regulator,CADC,
MEG_6504|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,Metals,Multi-metal resistance,Multi-metal RND efflux pumps,SILF,
MEG_7270|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|TRGB,Metals,Multi-metal resistance,Multi-metal resistance regulator,TRGB,
MEG_5423|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|PCOE,Metals,Multi-metal resistance,Multi-metal resistance regulator,PCOE,
MEG_2473|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCR,Metals,Multi-metal resistance,Multi-metal RND efflux regulator,CZCR,
MEG_6507|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,Metals,Multi-metal resistance,Multi-metal RND efflux pumps,SILP,
MEG_2678|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,Metals,Multi-metal resistance,Multi-metal resistance protein,DSBA,
MEG_1483|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CADA,Metals,Multi-metal resistance,Multi-metal resistance protein,CADA,
MEG_2087|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,Metals,Multi-metal resistance,Multi-metal resistance protein,CORA,
MEG_2084|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,Metals,Multi-metal resistance,Multi-metal resistance protein,CORA,
MEG_4010|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC,Metals,Multi-metal resistance,Multi-metal ABC efflux pumps,MODC,
MEG_2085|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,Metals,Multi-metal resistance,Multi-metal resistance protein,CORA,
MEG_3439|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|IRLS,Metals,Multi-metal resistance,Multi-metal resistance regulator,IRLS,
MEG_7821|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YFEA,Metals,Multi-metal resistance,Multi-metal resistance protein,YFEA,
MEG_2471|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCP,Metals,Multi-metal resistance,Multi-metal RND efflux pumps,CZCP,
MEG_11337|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADC,Metals,Multi-metal resistance,Multi-metal resistance regulator,CADC,
MEG_7822|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YFEA,Metals,Multi-metal resistance,Multi-metal resistance protein,YFEA,
MEG_11333|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CADA,Metals,Multi-metal resistance,Multi-metal resistance protein,CADA,
MEG_2139|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CTPC,Metals,Multi-metal resistance,Multi-metal resistance protein,CTPC,
MEG_4004|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,Metals,Multi-metal resistance,Multi-metal ABC efflux pumps,MODB,
MEG_11335|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADC,Metals,Multi-metal resistance,Multi-metal resistance regulator,CADC,
MEG_2013|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CNRR,Metals,Multi-metal resistance,Multi-metal resistance regulator,CNRR,
MEG_2016|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|COAR,Metals,Multi-metal resistance,Multi-metal resistance regulator,COAR,
MEG_3461|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|KMTR,Metals,Multi-metal resistance,Multi-metal resistance regulator,KMTR,
MEG_1484|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CADA,Metals,Multi-metal resistance,Multi-metal resistance protein,CADA,
MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,Metals,Multi-metal resistance,Multi-metal resistance protein,ARSBM,
MEG_2448|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC,Metals,Multi-metal resistance,Multi-metal RND efflux pumps,CUSC,
MEG_11320|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,Metals,Multi-metal resistance,Multi-metal resistance protein,ARSA,
MEG_4166|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NIA,Metals,Multi-metal resistance,Multi-metal resistance protein,NIA,
MEG_3168|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|GOLT,Metals,Multi-metal resistance,Multi-metal resistance protein,GOLT,
MEG_2015|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CNRY,Metals,Multi-metal resistance,Multi-metal resistance protein,CNRY,
MEG_2465|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCC,Metals,Multi-metal resistance,Multi-metal RND efflux regulator,CZCC,
MEG_1168|Biocides|Naphthoquinone|Naphthoquinone_resistance_protein|ARSHN,Biocides,Naphthoquinone,Naphthoquinone resistance protein,ARSHN,
MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR,Biocides,Acid resistance,Acid resistance protein,ASR,
MEG_1182|Biocides|Acid_resistance|Acid_resistance_protein|ASR,Biocides,Acid resistance,Acid resistance protein,ASR,
MEG_2701|Biocides|Acid_resistance|Acid_resistance_protein|EEFA,Biocides,Acid resistance,Acid resistance protein,EEFA,
MEG_2702|Biocides|Acid_resistance|Acid_resistance_protein|EEFX,Biocides,Acid resistance,Acid resistance protein,EEFX,
MEG_2867|Biocides|Acid_resistance|Acid_resistance_regulator|EVGA,Biocides,Acid resistance,Acid resistance regulator,EVGA,
MEG_3076|Biocides|Acid_resistance|Acid_resistance_protein|GADA,Biocides,Acid resistance,Acid resistance protein,GADA,
MEG_3077|Biocides|Acid_resistance|Acid_resistance_protein|GADA,Biocides,Acid resistance,Acid resistance protein,GADA,
MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,Biocides,Acid resistance,Acid resistance protein,GADB,
MEG_3079|Biocides|Acid_resistance|Acid_resistance_protein|GADC,Biocides,Acid resistance,Acid resistance protein,GADC,
MEG_3080|Biocides|Acid_resistance|Acid_resistance_regulator|GADE,Biocides,Acid resistance,Acid resistance regulator,GADE,
MEG_3253|Biocides|Acid_resistance|Acid_resistance_protein|HDEA,Biocides,Acid resistance,Acid resistance protein,HDEA,
MEG_3254|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,Biocides,Acid resistance,Acid resistance protein,HDEB,
MEG_3255|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,Biocides,Acid resistance,Acid resistance protein,HDEB,
MEG_3256|Biocides|Acid_resistance|Acid_resistance_protein|HEFA,Biocides,Acid resistance,Acid resistance protein,HEFA,
MEG_3257|Biocides|Acid_resistance|Acid_resistance_protein|HEFC,Biocides,Acid resistance,Acid resistance protein,HEFC,
MEG_7820|Biocides|Acid_resistance|Acid_resistance_protein|YDEP,Biocides,Acid resistance,Acid resistance protein,YDEP,
MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,Drugs,Bacitracin,Undecaprenyl pyrophosphate phosphatase,BACA,
MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,Drugs,Bacitracin,Undecaprenyl pyrophosphate phosphatase,BACA,
MEG_1196|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BAHA,Drugs,Bacitracin,Undecaprenyl pyrophosphate phosphatase,BAHA,
MEG_1213|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRA,Drugs,Bacitracin,Bacitracin ABC transporter,BCRA,
MEG_1214|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRB,Drugs,Bacitracin,Bacitracin ABC transporter,BCRB,
MEG_1215|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRC,Drugs,Bacitracin,Bacitracin ABC transporter,BCRC,
MEG_11299|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRA,Drugs,Bacitracin,Bacitracin ABC transporter,BCRA,
MEG_10150|Drugs|Glycopeptides|Vancomycin-resistant_mutation|VRAF,Drugs,Glycopeptides,Vancomycin-resistant mutation,VRAF,
MEG_7608|Drugs|Glycopeptides|VanF-type_accessory_protein|VANYF,Drugs,Glycopeptides,VanF-type accessory protein,VANYF,
MEG_7335|Drugs|Glycopeptides|VanA-type_resistance_protein|VAN,Drugs,Glycopeptides,VanA-type resistance protein,VAN,
MEG_7482|Drugs|Glycopeptides|VanL-type_regulator|VANRI,Drugs,Glycopeptides,VanL-type regulator,VANRI,
MEG_7344|Drugs|Glycopeptides|VanA-type_resistance_protein|VANA,Drugs,Glycopeptides,VanA-type resistance protein,VANA,
