genome,fragment,original_removed_start,original_removed_stop,original_removed_length,inserted_gene_id,inserted_gene_header,inserted_gene_length,inserted_start,inserted_stop,strand
Akkermansia_muciniphila,Akkermansia_muciniphila,1706143,1706439,297,MEG_3539|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|LDE,MEG_3539|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|LDE,1209,1706143,1707351,+
Escherichia_coli_B766,E.coli.B766.final.genome,3481049,3481681,633,MEG_4365|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,MEG_4365|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,3153,3474001,3477153,+
Escherichia_coli_B766,E.coli.B766.final.genome,3524565,3525773,1209,MEG_812|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,MEG_812|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,792,3520037,3520828,+
Escherichia_coli_B766,E.coli.B766.final.genome,3534404,3535630,1227,MEG_3768|Drugs|betalactams|Penicillin_binding_protein|MECA,MEG_3768|Drugs|betalactams|Penicillin_binding_protein|MECA,2001,3529459,3531459,+
Escherichia_coli_B766,E.coli.B766.final.genome,3629201,3630269,1069,MEG_1554|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,MEG_1554|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,660,3625030,3625689,+
Escherichia_coli_B766,E.coli.B766.final.genome,3681087,3682835,1749,MEG_6636|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,MEG_6636|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,819,3676507,3677325,+
Escherichia_coli_B766,E.coli.B766.final.genome,3786710,3787432,723,MEG_4278|Drugs|MLS|Macrolide_glycosyltransferases|OLEI,MEG_4278|Drugs|MLS|Macrolide_glycosyltransferases|OLEI,1275,3781200,3782474,+
Escherichia_coli_B766,E.coli.B766.final.genome,3830284,3831516,1233,MEG_4055|Drugs|Cationic_antimicrobial_peptides|Defensin-resistant_mprF|MPRF,MEG_4055|Drugs|Cationic_antimicrobial_peptides|Defensin-resistant_mprF|MPRF,2598,3825326,3827923,+
Escherichia_coli_B766,E.coli.B766.final.genome,3868599,3869067,469,MEG_11432|Drugs|Multi-drug_resistance|ABC-F_ribosomal_protection_protein|VGAF,MEG_11432|Drugs|Multi-drug_resistance|ABC-F_ribosomal_protection_protein|VGAF,1386,3865006,3866391,+
Escherichia_coli_B766,E.coli.B766.final.genome,3877111,3877578,468,MEG_7813|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YCHH,MEG_7813|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YCHH,279,3874435,3874713,+
Escherichia_coli_B766,E.coli.B766.final.genome,3933005,3934063,1059,MEG_2023|Metals|Copper_resistance|Copper_resistance_protein|COPA,MEG_2023|Metals|Copper_resistance|Copper_resistance_protein|COPA,1860,3930140,3931999,+
Escherichia_coli_B766,E.coli.B766.final.genome,3934065,3935528,1464,MEG_7458|Drugs|Glycopeptides|VanA-type_regulator|VANRA,MEG_7458|Drugs|Glycopeptides|VanA-type_regulator|VANRA,912,3932001,3932912,+
Escherichia_coli_B766,E.coli.B766.final.genome,3935973,3936761,789,MEG_3871|Metals|Mercury_resistance|Mercury_resistance_protein|MERG,MEG_3871|Metals|Mercury_resistance|Mercury_resistance_protein|MERG,654,3933357,3934010,+
Escherichia_coli_B766,E.coli.B766.final.genome,3945799,3946740,942,MEG_5971|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,MEG_5971|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,681,3943048,3943728,+
Escherichia_coli_B766,E.coli.B766.final.genome,4008985,4009657,673,MEG_4091|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|MUPB,MEG_4091|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|MUPB,3102,4005973,4009074,+
Escherichia_coli_B766,E.coli.B766.final.genome,4037121,4037943,823,MEG_712|Metals|Arsenic_resistance|Arsenite_oxidase|AIOA,MEG_712|Metals|Arsenic_resistance|Arsenite_oxidase|AIOA,2481,4036538,4039018,+
Escherichia_coli_B766,E.coli.B766.final.genome,4037968,4039500,1533,MEG_2614|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|DHAP,MEG_2614|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|DHAP,1188,4039043,4040230,+
Escherichia_coli_B766,E.coli.B766.final.genome,4046269,4047893,1625,MEG_2500|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_2500|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,474,4046999,4047472,+
Escherichia_coli_B766,E.coli.B766.final.genome,4061444,4063345,1902,MEG_899|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,MEG_899|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,789,4061023,4061811,+
Escherichia_coli_B766,E.coli.B766.final.genome,4128304,4131447,3144,MEG_7817|Biocides|Paraquat_resistance|Paraquat_efflux_pump|YDDG,MEG_7817|Biocides|Paraquat_resistance|Paraquat_efflux_pump|YDDG,882,4126770,4127651,+
Escherichia_coli_B766,E.coli.B766.final.genome,4131459,4132682,1224,MEG_1767|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,MEG_1767|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,1260,4127663,4128922,+
Escherichia_coli_B766,E.coli.B766.final.genome,4132698,4133030,333,MEG_7628|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,MEG_7628|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,645,4128938,4129582,+
Escherichia_coli_B766,E.coli.B766.final.genome,4133064,4134436,1373,MEG_3718|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_3718|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1623,4129616,4131238,+
Escherichia_coli_B766,E.coli.B766.final.genome,4134593,4136689,2097,MEG_375|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,MEG_375|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,330,4131395,4131724,+
Escherichia_coli_B766,E.coli.B766.final.genome,4208906,4210347,1442,MEG_1711|Metals|Chromium_resistance|Chromium_resistance_protein|CHRB1,MEG_1711|Metals|Chromium_resistance|Chromium_resistance_protein|CHRB1,894,4203941,4204834,+
Escherichia_coli_B766,E.coli.B766.final.genome,4211866,4212273,408,MEG_11516|Drugs|Ionophores|Ionophore_ABC_efflux_pump|NARB,MEG_11516|Drugs|Ionophores|Ionophore_ABC_efflux_pump|NARB,1614,4206353,4207966,+
Escherichia_coli_B766,E.coli.B766.final.genome,4214887,4217391,2505,MEG_713|Metals|Arsenic_resistance|Arsenite_oxidase|AIOB,MEG_713|Metals|Arsenic_resistance|Arsenite_oxidase|AIOB,522,4210580,4211101,+
Escherichia_coli_B766,E.coli.B766.final.genome,4240445,4241638,1194,MEG_3880|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR,MEG_3880|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR,435,4234155,4234589,+
Escherichia_coli_B766,E.coli.B766.final.genome,4241661,4244828,3168,MEG_6165|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,MEG_6165|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,543,4234612,4235154,+
Escherichia_coli_B766,E.coli.B766.final.genome,4253710,4255427,1718,MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,822,4244036,4244857,+
Escherichia_coli_B766,E.coli.B766.final.genome,4331950,4333107,1158,MEG_7672|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|VEXE,MEG_7672|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|VEXE,1101,4321380,4322480,+
Escherichia_coli_B766,E.coli.B766.final.genome,4346136,4347245,1110,MEG_6560|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|SRPB,MEG_6560|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|SRPB,3150,4335509,4338658,+
Escherichia_coli_B766,E.coli.B766.final.genome,4587816,4588526,711,MEG_1172|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,MEG_1172|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,318,4579229,4579546,+
Escherichia_coli_B766,E.coli.B766.final.genome,4664216,4665766,1551,MEG_3862|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,MEG_3862|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,366,4655236,4655601,+
Escherichia_coli_B766,E.coli.B766.final.genome,4717325,4718269,945,MEG_1116|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,MEG_1116|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,660,4707160,4707819,+
Escherichia_coli_B766,E.coli.B766.final.genome,4744009,4746363,2355,MEG_6600|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,MEG_6600|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,840,4733559,4734398,+
Escherichia_coli_B766,E.coli.B766.final.genome,4749512,4749889,378,MEG_3847|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,MEG_3847|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,639,4737547,4738185,+
Escherichia_coli_B766,E.coli.B766.final.genome,4785728,4786894,1167,MEG_7782|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,MEG_7782|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,1140,4774024,4775163,+
Escherichia_coli_B766,E.coli.B766.final.genome,4810652,4811521,870,MEG_3067|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSB,MEG_3067|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSB,642,4798921,4799562,+
Escherichia_coli_B766,E.coli.B766.final.genome,4874318,4875550,1233,MEG_11466|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETE,MEG_11466|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETE,1218,4862359,4863576,+
Escherichia_coli_B766,E.coli.B766.final.genome,4976600,4979296,2697,MEG_6655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA,MEG_6655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA,993,4964626,4965618,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,34920,35312,393,MEG_8787|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_8787|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1626,34920,36545,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,39460,39849,390,MEG_1739|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEB,MEG_1739|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEB,3123,40693,43815,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,39863,40297,435,MEG_8020|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CML,MEG_8020|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CML,1194,43829,45022,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,72931,75210,2280,MEG_3908|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXE,MEG_3908|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXE,1242,77656,78897,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,75730,76491,762,MEG_6983|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,MEG_6983|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,1353,79417,80769,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,87372,88772,1401,MEG_6958|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERD,MEG_6958|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERD,579,91650,92228,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,88928,90463,1536,MEG_11499|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIME,MEG_11499|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIME,513,92384,92896,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,157261,158843,1583,MEG_2999|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,MEG_2999|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,426,159694,160119,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,309397,310185,789,MEG_1485|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADC,MEG_1485|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADC,369,310673,311041,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,366314,366727,414,MEG_2664|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,MEG_2664|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,489,367170,367658,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,387387,388487,1101,MEG_5412|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRD,MEG_5412|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRD,870,388318,389187,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,400167,400445,279,MEG_5776|Drugs|Lipopeptides|Lipid_A_phosphatase|PGBB,MEG_5776|Drugs|Lipopeptides|Lipid_A_phosphatase|PGBB,711,400867,401577,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,424519,426060,1542,MEG_8452|Drugs|Multi-drug_resistance|MDR_regulator|PARS,MEG_8452|Drugs|Multi-drug_resistance|MDR_regulator|PARS,1287,425651,426937,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,426200,426736,537,MEG_2974|Drugs|Fosfomycin|Fosfomycin_phosphorylation|FOMB,MEG_2974|Drugs|Fosfomycin|Fosfomycin_phosphorylation|FOMB,993,427077,428069,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,442601,442867,267,MEG_8788|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_8788|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1626,443934,445559,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,474702,474959,258,MEG_4184|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIME,MEG_4184|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIME,435,477394,477828,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,475200,475832,633,MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,1926,478069,479994,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,518706,519914,1209,MEG_1134|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,MEG_1134|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,453,522868,523320,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,528542,529768,1227,MEG_5417|Metals|Copper_resistance|Copper_resistance_protein|PCOB,MEG_5417|Metals|Copper_resistance|Copper_resistance_protein|PCOB,1020,531948,532967,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,624116,625193,1078,MEG_1655|Metals|Chromium_resistance|Chromate_ABC_efflux_pump|CEUE,MEG_1655|Metals|Chromium_resistance|Chromate_ABC_efflux_pump|CEUE,942,627315,628256,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,675837,677585,1749,MEG_2019|Metals|Copper_resistance|Copper_resistance_protein|COPA,MEG_2019|Metals|Copper_resistance|Copper_resistance_protein|COPA,2505,678900,681404,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,752300,753022,723,MEG_6577|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,MEG_6577|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,537,756119,756655,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,759301,760533,1233,MEG_3068|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSC,MEG_3068|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSC,639,762934,763572,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,790556,791023,468,MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,807,793595,794401,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,846594,847652,1059,MEG_7273|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIB,MEG_7273|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIB,1071,849972,851042,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,847654,849117,1464,MEG_4183|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIME,MEG_4183|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIME,513,851044,851556,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,849562,850350,789,MEG_6047|Drugs|Rifampin|RNA-polymerase_binding_protein|RBPA,MEG_6047|Drugs|Rifampin|RNA-polymerase_binding_protein|RBPA,345,852001,852345,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,859383,860324,942,MEG_4163|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,MEG_4163|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,1515,861378,862892,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,922474,923151,678,MEG_6673|Drugs|betalactams|Class_A_betalactamases|TEM,MEG_6673|Drugs|betalactams|Class_A_betalactamases|TEM,861,925042,925902,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,927343,927486,144,MEG_8777|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_8777|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1698,930094,931791,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,952479,953301,823,MEG_7392|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,MEG_7392|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,1101,956784,957884,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,953326,954864,1539,MEG_503|Metals|Copper_resistance|Copper_resistance_protein|ACTPC,MEG_503|Metals|Copper_resistance|Copper_resistance_protein|ACTPC,2526,957909,960434,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,960813,962423,1611,MEG_1179|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,MEG_1179|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,1824,966383,968206,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,975989,977890,1902,MEG_2661|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,MEG_2661|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,519,981772,982290,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1042343,1045486,3144,MEG_1705|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,MEG_1705|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,1251,1046743,1047993,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1045498,1046721,1224,MEG_1170|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSP,MEG_1170|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSP,948,1048005,1048952,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1046737,1047069,333,MEG_5265|Drugs|betalactams|Class_D_betalactamases|OXA,MEG_5265|Drugs|betalactams|Class_D_betalactamases|OXA,825,1048968,1049792,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1047227,1048600,1374,MEG_5968|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,MEG_5968|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,680,1049950,1050629,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1048757,1050872,2116,MEG_2485|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_2485|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,498,1050786,1051283,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1116672,1118115,1444,MEG_2067|Metals|Copper_resistance|Copper_resistance_protein|COPP,MEG_2067|Metals|Copper_resistance|Copper_resistance_protein|COPP,201,1117083,1117283,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1119634,1120041,408,MEG_6622|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,MEG_6622|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,816,1118802,1119617,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1122655,1125159,2505,MEG_1709|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_regulator|CHRB,MEG_1709|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_regulator|CHRB,939,1122231,1123169,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1148415,1149608,1194,MEG_2546|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_2546|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,474,1146425,1146898,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1149631,1152780,3150,MEG_502|Metals|Tellurium_resistance|Tellurium_resistance_protein|ACTP1,MEG_502|Metals|Tellurium_resistance|Tellurium_resistance_protein|ACTP1,1656,1146921,1148576,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1161635,1163380,1746,MEG_4126|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRCN,MEG_4126|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRCN,1131,1157431,1158561,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1239096,1240253,1158,MEG_1145|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,MEG_1145|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,1290,1234277,1235566,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1255812,1256921,1110,MEG_11287|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,MEG_11287|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,429,1251125,1251553,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1295069,1295779,711,MEG_7773|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,MEG_7773|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,1140,1289701,1290840,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1372415,1373965,1551,MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,1926,1367476,1369401,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1425736,1426680,945,MEG_3865|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,MEG_3865|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,366,1421172,1421537,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1453939,1456293,2355,MEG_8238|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_8238|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1620,1448796,1450415,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1459442,1459819,378,MEG_2864|Drugs|Phenicol|Chloramphenicol_hydrolase|ESTD,MEG_2864|Drugs|Phenicol|Chloramphenicol_hydrolase|ESTD,927,1453564,1454490,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1492393,1493559,1167,MEG_1738|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEA,MEG_1738|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEA,1104,1487064,1488167,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1518827,1519696,870,MEG_6578|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,MEG_6578|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,318,1513435,1513752,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1585618,1586850,1233,MEG_6519|Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMDA,MEG_6519|Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMDA,1776,1579674,1581449,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1642495,1644219,1725,MEG_6642|Drugs|Sulfonamides|Sulfonamide_monooxygenase|SULX,MEG_6642|Drugs|Sulfonamides|Sulfonamide_monooxygenase|SULX,1272,1637094,1638365,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1684588,1687284,2697,MEG_5774|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PFR,MEG_5774|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PFR,504,1678734,1679237,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1776741,1777874,1134,MEG_3133|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESB,MEG_3133|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESB,3168,1768694,1771861,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1778493,1778960,468,MEG_3814|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,MEG_3814|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,1218,1772480,1773697,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1790329,1790667,339,MEG_1593|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,MEG_1593|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,671,1785066,1785736,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1820095,1821738,1644,MEG_4359|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,MEG_4359|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,3153,1815164,1818316,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1851576,1856121,4546,MEG_7371|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,MEG_7371|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,1622,1848154,1849775,+
Escherichia_coli_JM109,E.coli.JM109.final.genome,1870672,1872321,1650,MEG_2654|Metals|Copper_resistance|Copper_resistance_protein|DNAK,MEG_2654|Metals|Copper_resistance|Copper_resistance_protein|DNAK,1878,1864326,1866203,+
