SNP_accession,S021_rd100m_R01_100bp_97ani_V4Full,S022_rd100m_R02_100bp_97ani_V4Full,S023_rd100m_R03_100bp_97ani_V4Full,S024_rd100m_R04_100bp_97ani_V4Full,S025_rd100m_R05_100bp_97ani_V4Full,S026_rd100m_R06_100bp_97ani_V4Full,S027_rd100m_R07_100bp_97ani_V4Full,S028_rd100m_R08_100bp_97ani_V4Full,S029_rd100m_R09_100bp_97ani_V4Full,S030_rd100m_R10_100bp_97ani_V4Full
MEG_3809|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3809|MEFA-3809_t_840_G,1,3,3,1,0,0,0,0,0,0
MEG_3809|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3809|MEFA-3809_a_867_C,0,3,2,0,0,0,0,0,0,0
MEG_3810|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3810|MEFA-3810_c_15_A,1,5,19,1,1,0,0,0,0,0
MEG_3810|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3810|MEFA-3810_c_434_A,10,25,61,10,8,0,0,0,0,0
MEG_3810|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3810|MEFA-3810_g_472_C,10,29,53,12,8,0,0,0,0,0
MEG_3810|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3810|MEFA-3810_t_661_C,11,18,44,0,4,0,0,0,0,0
MEG_3810|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3810|MEFA-3810_g_793_T,6,19,40,6,3,0,0,0,0,0
MEG_3810|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3810|MEFA-3810_t_840_G,4,17,33,7,6,0,0,0,0,0
MEG_3810|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3810|MEFA-3810_a_867_C,4,19,40,5,5,0,0,0,0,0
MEG_3810|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3810|MEFA-3810_c_998_A,6,13,42,5,8,0,0,0,0,0
MEG_3812|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3812|MEFA-3812_a_67_C,3,0,0,1,0,0,0,0,0,0
MEG_3812|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3812|MEFA-3812_g_256_T,0,0,0,0,0,0,5,0,2,0
MEG_3812|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3812|MEFA-3812_c_362_G,3,0,0,1,2,0,0,0,0,0
MEG_3812|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3812|MEFA-3812_c_439_G,3,0,0,2,2,0,0,0,0,0
MEG_3812|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3812|MEFA-3812_a_906_C,0,0,0,0,0,0,2,0,5,0
MEG_3813|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3813|MEFA-3813_a_67_C,4,0,0,0,1,0,0,0,0,0
MEG_3813|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3813|MEFA-3813_c_151_A,6,0,0,1,2,0,0,0,0,0
MEG_3813|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3813|MEFA-3813_g_256_T,0,0,0,0,0,0,4,0,4,0
MEG_3813|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3813|MEFA-3813_g_591_C,0,0,0,0,0,0,10,0,3,0
MEG_3813|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3813|MEFA-3813_a_645_G,0,0,0,0,0,0,19,0,6,0
MEG_3813|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3813|MEFA-3813_a_906_C,0,0,0,0,0,0,9,0,4,0
MEG_3813|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3813|MEFA-3813_c_991_T,0,0,0,0,0,0,8,0,3,0
MEG_3813|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3813|MEFA-3813_c_1141_G,0,0,0,0,0,0,7,0,4,0
MEG_3813|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3813|MEFA-3813_a_1188_T,0,0,0,0,0,0,6,0,1,0
MEG_3814|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3814|MEFA-3814_a_67_C,3,0,0,3,0,0,0,0,0,0
MEG_3814|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3814|MEFA-3814_c_151_A,12,0,2,7,0,0,0,0,0,0
MEG_3814|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3814|MEFA-3814_c_362_G,3,0,0,3,2,0,0,0,0,0
MEG_3814|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3814|MEFA-3814_c_439_G,6,0,0,5,2,0,0,0,0,0
MEG_3814|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3814|MEFA-3814_g_591_C,0,0,0,0,0,0,23,0,7,0
MEG_3814|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3814|MEFA-3814_a_645_G,0,0,0,0,0,0,16,0,5,0
MEG_3814|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3814|MEFA-3814_a_906_C,0,0,0,0,0,0,8,0,6,0
MEG_3814|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3814|MEFA-3814_c_991_T,0,0,0,0,0,0,18,0,3,0
MEG_3814|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3814|MEFA-3814_c_1141_G,0,0,0,0,0,0,11,0,3,0
MEG_3814|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3814|MEFA-3814_a_1188_T,0,0,0,0,0,0,4,0,1,0
MEG_3815|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3815|MEFA-3815_a_67_C,4,0,0,1,0,0,0,0,0,0
MEG_3815|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3815|MEFA-3815_g_256_T,0,0,0,0,0,0,26,0,7,0
MEG_3815|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3815|MEFA-3815_c_362_G,3,0,1,2,2,0,0,0,0,0
MEG_3815|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3815|MEFA-3815_c_439_G,6,0,0,1,1,0,0,0,0,0
MEG_3815|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3815|MEFA-3815_g_591_C,0,0,0,0,0,0,25,0,11,0
MEG_3815|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3815|MEFA-3815_a_645_G,0,0,0,0,0,0,25,0,10,0
MEG_3815|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3815|MEFA-3815_a_906_C,0,0,0,0,0,0,11,0,3,0
MEG_3815|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3815|MEFA-3815_c_991_T,0,0,0,0,0,0,13,0,9,0
MEG_3815|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3815|MEFA-3815_c_1141_G,0,0,0,0,0,0,17,0,9,0
MEG_3815|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3815|MEFA-3815_a_1188_T,0,0,0,0,0,0,8,0,3,0
MEG_3818|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3818|MEFA-3818_t_230_G,0,2,5,1,0,0,0,0,0,0
MEG_3818|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3818|MEFA-3818_a_620_T,0,2,2,1,0,0,0,0,0,0
MEG_3819|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3819|MEFA-3819_t_18_A,0,14,2,2,2,0,0,0,0,0
MEG_3819|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3819|MEFA-3819_t_230_G,0,11,3,12,3,0,0,0,0,0
MEG_3819|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3819|MEFA-3819_a_620_T,0,10,8,9,4,0,0,0,0,0
MEG_3819|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3819|MEFA-3819_c_728_A,0,19,1,15,2,0,0,0,0,0
MEG_3819|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3819|MEFA-3819_a_1018_G,0,14,6,12,6,0,0,0,0,0
MEG_3819|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3819|MEFA-3819_a_1212_G,0,5,0,2,0,0,0,0,0,0
MEG_3823|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3823|MEFA-3823_G_256_T,0,0,0,0,0,0,3,0,1,0
MEG_3823|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3823|MEFA-3823_C_362_G,4,0,0,0,1,0,0,0,0,0
MEG_3823|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3823|MEFA-3823_C_439_G,6,0,0,0,1,0,0,0,0,0
MEG_3823|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3823|MEFA-3823_G_591_C,0,0,0,0,0,0,8,0,1,0
MEG_3823|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3823|MEFA-3823_A_906_C,0,0,0,0,0,0,12,0,2,0
MEG_3823|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3823|MEFA-3823_C_991_T,0,0,0,0,0,0,11,0,1,0
MEG_3825|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3825|MEFA-3825_T_357_C,6,9,6,0,1,0,0,0,0,0
MEG_3825|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA|MEG_3825|MEFA-3825_G_364_A,6,9,5,0,1,0,0,0,0,0
MEG_3827|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFB|MEG_3827|MEFB-3827_A_118_T,0,0,0,0,0,2,21,39,11,6
MEG_3827|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFB|MEG_3827|MEFB-3827_C_472_T,0,0,0,0,0,4,22,35,12,5
MEG_3827|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFB|MEG_3827|MEFB-3827_G_489_T,0,0,0,0,0,4,24,37,12,5
MEG_3827|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFB|MEG_3827|MEFB-3827_C_675_G,0,0,0,0,0,3,18,47,26,7
MEG_3827|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFB|MEG_3827|MEFB-3827_G_1015_C,0,0,0,0,0,2,10,36,11,12
MEG_3827|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFB|MEG_3827|MEFB-3827_G_1053_A,0,0,0,0,0,2,11,25,9,11
MEG_3836|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_regulator|MEPR|MEG_3836|MEPR-3836_T_109_G,0,9,0,2,0,0,0,0,0,0
MEG_3836|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_regulator|MEPR|MEG_3836|MEPR-3836_A_147_T,0,7,0,2,0,0,0,0,0,0
MEG_3836|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_regulator|MEPR|MEG_3836|MEPR-3836_G_194_C,0,4,0,1,0,0,0,0,0,0
MEG_3836|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_regulator|MEPR|MEG_3836|MEPR-3836_G_207_A,0,5,0,1,0,0,0,0,0,0
MEG_3836|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_regulator|MEPR|MEG_3836|MEPR-3836_G_258_T,0,3,0,2,0,0,0,0,0,0
MEG_3836|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_regulator|MEPR|MEG_3836|MEPR-3836_A_400_C,0,1,1,2,0,0,0,0,0,0
MEG_3837|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3837|MERA-3837_c_222_G,0,0,0,0,0,7,14,129,6,10
MEG_3837|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3837|MERA-3837_a_505_G,0,0,0,0,0,10,16,158,12,15
MEG_3837|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3837|MERA-3837_c_788_T,0,0,0,0,0,8,23,171,19,5
MEG_3837|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3837|MERA-3837_g_815_C,0,0,0,0,0,10,26,165,16,7
MEG_3837|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3837|MERA-3837_t_914_G,0,0,0,0,0,4,19,170,9,11
MEG_3837|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3837|MERA-3837_g_1185_C,0,0,0,0,0,4,14,104,10,10
MEG_3837|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3837|MERA-3837_c_1186_T,0,0,0,0,0,3,14,104,10,10
MEG_3837|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3837|MERA-3837_t_1210_G,0,0,0,0,0,4,16,113,10,10
MEG_3837|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3837|MERA-3837_g_1243_T,0,0,0,0,0,7,16,105,6,10
MEG_3837|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3837|MERA-3837_g_1414_A,0,0,0,0,0,5,9,85,8,7
MEG_3839|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3839|MERA-3839_G_60_C,3,0,0,0,1,0,0,0,0,0
MEG_3839|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3839|MERA-3839_A_61_G,3,0,0,0,1,0,0,0,0,0
MEG_3839|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3839|MERA-3839_G_70_A,3,0,1,0,1,0,0,0,0,0
MEG_3839|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3839|MERA-3839_G_154_C,1,0,3,0,0,0,0,0,0,0
MEG_3839|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3839|MERA-3839_G_163_A,2,0,3,0,0,0,0,0,0,0
MEG_3839|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3839|MERA-3839_C_189_G,2,0,2,1,0,0,0,0,0,0
MEG_3839|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3839|MERA-3839_A_203_G,3,0,2,1,0,0,0,0,0,0
MEG_3839|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3839|MERA-3839_C_214_A,0,0,0,0,0,0,0,2,1,1
MEG_3839|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3839|MERA-3839_G_216_C,0,0,0,0,0,0,0,2,1,1
MEG_3839|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3839|MERA-3839_G_311_T,2,0,5,1,0,0,0,0,0,0
MEG_3839|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3839|MERA-3839_A_313_C,2,0,5,1,0,0,0,0,0,0
MEG_3840|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3840|MERA-3840_C_480_G,0,0,0,0,0,1,4,8,0,10
MEG_3840|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3840|MERA-3840_A_907_C,0,0,0,0,0,0,2,9,2,2
MEG_3841|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3841|MERA-3841_C_68_A,0,0,0,0,0,3,10,112,0,6
MEG_3841|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3841|MERA-3841_T_123_C,0,0,0,0,0,3,12,120,0,7
MEG_3841|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3841|MERA-3841_G_145_C,0,0,0,0,0,2,14,109,0,5
MEG_3841|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3841|MERA-3841_A_271_C,0,0,0,0,0,3,8,135,0,10
MEG_3841|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3841|MERA-3841_T_381_C,0,0,0,0,0,4,12,164,0,19
MEG_3841|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3841|MERA-3841_C_433_T,1,6,11,5,3,0,0,0,0,0
MEG_3841|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3841|MERA-3841_A_448_T,0,0,0,0,0,7,16,156,0,14
MEG_3841|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3841|MERA-3841_C_730_G,0,0,0,0,0,1,12,216,0,13
MEG_3841|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3841|MERA-3841_C_749_A,6,14,8,7,9,0,0,0,0,0
MEG_3841|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3841|MERA-3841_A_841_T,4,12,9,5,5,0,0,0,0,0
MEG_3841|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3841|MERA-3841_G_962_A,4,11,9,9,7,0,0,0,0,0
MEG_3841|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3841|MERA-3841_T_977_C,0,0,0,0,0,10,15,201,0,7
MEG_3841|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3841|MERA-3841_A_1243_T,0,0,0,0,0,1,12,134,0,3
MEG_3841|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3841|MERA-3841_A_1353_T,0,0,0,0,0,3,16,101,0,7
MEG_3841|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3841|MERA-3841_T_1417_A,3,7,5,7,3,0,0,0,0,0
MEG_3841|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3841|MERA-3841_A_1504_C,1,8,2,4,2,0,0,0,0,0
MEG_3843|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3843|MERA-3843_A_30_T,9,2,33,0,4,0,0,0,0,0
MEG_3843|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3843|MERA-3843_T_72_A,0,0,0,0,0,3,47,0,11,1
MEG_3843|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3843|MERA-3843_G_82_A,0,0,0,0,0,4,55,0,12,1
MEG_3843|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3843|MERA-3843_C_143_G,0,0,0,0,0,5,60,0,15,4
MEG_3843|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3843|MERA-3843_G_197_T,30,1,55,0,4,0,0,0,0,0
MEG_3843|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3843|MERA-3843_T_386_A,0,0,0,0,0,6,69,0,37,13
MEG_3843|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3843|MERA-3843_T_408_C,31,2,69,0,5,0,0,0,0,0
MEG_3843|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3843|MERA-3843_C_450_A,35,5,76,0,6,0,0,0,0,0
MEG_3843|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3843|MERA-3843_A_549_T,36,7,91,0,6,0,0,0,0,0
MEG_3843|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3843|MERA-3843_A_556_G,0,0,0,0,0,11,79,0,41,12
MEG_3843|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3843|MERA-3843_T_862_G,34,7,78,0,7,0,0,0,0,0
MEG_3843|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3843|MERA-3843_A_968_G,0,0,0,0,0,14,79,0,26,13
MEG_3843|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3843|MERA-3843_T_1006_G,33,5,79,0,7,0,0,0,0,0
MEG_3843|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3843|MERA-3843_C_1036_T,0,0,0,0,0,13,91,0,30,13
MEG_3843|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3843|MERA-3843_G_1075_T,34,4,80,0,7,0,0,0,0,0
MEG_3843|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3843|MERA-3843_G_1137_C,31,5,73,0,5,0,0,0,0,0
MEG_3843|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3843|MERA-3843_T_1172_A,27,3,73,0,5,0,0,0,0,0
MEG_3843|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3843|MERA-3843_A_1352_G,0,0,0,0,0,9,64,0,21,5
MEG_3845|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3845|MERA-3845_C_506_T,0,0,0,0,0,6,5,0,0,0
MEG_3845|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3845|MERA-3845_G_513_C,0,0,0,0,0,7,5,0,0,0
MEG_3845|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3845|MERA-3845_A_748_T,0,0,0,0,0,12,5,0,0,0
MEG_3845|Metals|Mercury_resistance|Mercury_resistance_protein|MERA|MEG_3845|MERA-3845_T_1133_C,0,0,0,0,0,4,6,0,0,0
MEG_3846|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3846|MERB-3846_a_17_C,9,16,0,2,3,0,0,0,0,0
MEG_3846|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3846|MERB-3846_t_57_G,13,30,0,5,4,0,0,0,0,0
MEG_3846|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3846|MERB-3846_c_81_A,16,36,0,5,4,0,0,0,0,0
MEG_3846|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3846|MERB-3846_c_246_G,8,38,0,2,2,0,0,0,0,0
MEG_3846|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3846|MERB-3846_a_313_G,9,33,0,2,2,0,0,0,0,0
MEG_3846|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3846|MERB-3846_a_328_C,6,36,1,1,2,0,0,0,0,0
MEG_3846|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3846|MERB-3846_t_437_C,13,27,0,0,3,0,0,0,0,0
MEG_3846|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3846|MERB-3846_a_552_C,9,32,0,2,3,0,0,0,0,0
MEG_3846|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3846|MERB-3846_a_617_C,5,15,0,0,2,0,0,0,0,0
MEG_3847|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3847|MERB-3847_G_6_A,0,0,0,0,0,0,6,3,1,2
MEG_3847|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3847|MERB-3847_G_86_C,0,0,0,0,0,0,15,5,3,3
MEG_3847|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3847|MERB-3847_G_157_T,0,0,0,0,0,0,18,9,3,2
MEG_3847|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3847|MERB-3847_G_269_A,0,0,0,0,0,0,15,5,3,3
MEG_3847|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3847|MERB-3847_C_336_T,3,7,21,3,1,0,0,0,0,0
MEG_3847|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3847|MERB-3847_C_339_A,3,7,20,3,1,0,0,0,0,0
MEG_3847|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3847|MERB-3847_A_357_T,4,8,22,2,1,0,0,0,0,0
MEG_3847|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3847|MERB-3847_C_380_A,0,0,0,0,0,0,10,5,3,5
MEG_3847|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3847|MERB-3847_A_395_G,0,0,0,0,0,0,10,5,3,4
MEG_3847|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3847|MERB-3847_C_416_G,0,0,0,0,0,0,10,4,3,4
MEG_3847|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3847|MERB-3847_G_548_T,0,0,0,0,0,0,9,3,3,6
MEG_3847|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3847|MERB-3847_G_592_C,4,6,17,0,3,0,0,0,0,0
MEG_3847|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3847|MERB-3847_C_604_T,0,0,0,0,0,0,5,0,3,4
MEG_3847|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3847|MERB-3847_G_615_T,0,0,0,0,0,0,5,0,3,3
MEG_3849|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3849|MERB-3849_G_23_C,0,0,0,0,0,0,4,7,5,6
MEG_3849|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3849|MERB-3849_T_44_C,0,0,0,0,0,0,7,11,6,10
MEG_3849|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3849|MERB-3849_G_63_C,5,4,0,3,2,0,0,0,0,0
MEG_3849|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3849|MERB-3849_G_84_T,5,4,1,3,3,0,0,0,0,0
MEG_3849|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3849|MERB-3849_T_152_C,0,0,0,0,0,1,7,13,9,12
MEG_3849|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3849|MERB-3849_C_169_G,0,0,0,0,0,1,5,12,13,10
MEG_3849|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3849|MERB-3849_T_200_A,0,0,0,0,0,1,1,13,12,10
MEG_3849|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3849|MERB-3849_T_230_C,6,8,1,6,8,0,0,0,0,0
MEG_3849|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3849|MERB-3849_A_283_T,0,0,0,0,0,1,1,14,10,11
MEG_3849|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3849|MERB-3849_C_358_G,5,4,0,5,3,0,0,0,0,0
MEG_3849|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3849|MERB-3849_G_436_T,0,0,0,0,0,4,1,8,6,16
MEG_3849|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3849|MERB-3849_A_556_T,0,0,0,0,0,0,1,15,8,21
MEG_3849|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3849|MERB-3849_A_567_G,6,7,3,0,7,0,0,0,0,0
MEG_3849|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3849|MERB-3849_G_636_T,2,2,1,0,6,0,0,0,0,0
MEG_3849|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3849|MERB-3849_T_638_A,2,1,1,0,5,0,0,0,0,0
MEG_3851|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3851|MERB-3851_G_93_C,0,0,0,0,0,0,2,6,0,0
MEG_3851|Metals|Mercury_resistance|Mercury_resistance_protein|MERB|MEG_3851|MERB-3851_A_127_G,0,0,2,2,0,0,0,0,0,0
