SNP_accession,S011_rd050m_R01_100bp_97ani_V4Full,S012_rd050m_R02_100bp_97ani_V4Full,S013_rd050m_R03_100bp_97ani_V4Full,S014_rd050m_R04_100bp_97ani_V4Full,S015_rd050m_R05_100bp_97ani_V4Full,S016_rd050m_R06_100bp_97ani_V4Full,S017_rd050m_R07_100bp_97ani_V4Full,S018_rd050m_R08_100bp_97ani_V4Full,S019_rd050m_R09_100bp_97ani_V4Full,S020_rd050m_R10_100bp_97ani_V4Full
MEG_4369|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB|MEG_4369|OQXB-4369_G_1731_T,0,0,0,0,0,1,3,0,0,1
MEG_4380|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|OTRB|MEG_4380|OTRB-4380_B_83_T,0,0,0,0,0,0,4,0,0,0
MEG_4383|Drugs|Tetracyclines|Tetracycline_resistance_ABC_efflux_pumps|OTRC|MEG_4383|OTRC-4383_A_16_T,1,0,4,0,0,0,0,0,0,0
MEG_4383|Drugs|Tetracyclines|Tetracycline_resistance_ABC_efflux_pumps|OTRC|MEG_4383|OTRC-4383_C_100_A,2,0,7,0,0,0,0,0,0,0
MEG_4383|Drugs|Tetracyclines|Tetracycline_resistance_ABC_efflux_pumps|OTRC|MEG_4383|OTRC-4383_G_335_T,0,0,4,0,0,0,0,0,0,0
MEG_4383|Drugs|Tetracyclines|Tetracycline_resistance_ABC_efflux_pumps|OTRC|MEG_4383|OTRC-4383_T_341_C,0,0,4,0,0,0,0,0,0,0
MEG_4383|Drugs|Tetracyclines|Tetracycline_resistance_ABC_efflux_pumps|OTRC|MEG_4383|OTRC-4383_G_553_C,4,0,13,1,0,0,0,0,0,0
MEG_4383|Drugs|Tetracyclines|Tetracycline_resistance_ABC_efflux_pumps|OTRC|MEG_4383|OTRC-4383_G_728_A,0,0,0,0,0,14,11,2,1,1
MEG_4383|Drugs|Tetracyclines|Tetracycline_resistance_ABC_efflux_pumps|OTRC|MEG_4383|OTRC-4383_A_776_G,8,0,8,0,0,0,0,0,0,0
MEG_4383|Drugs|Tetracyclines|Tetracycline_resistance_ABC_efflux_pumps|OTRC|MEG_4383|OTRC-4383_C_905_G,0,0,0,0,0,12,20,2,1,4
MEG_4406|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4406|OXA-4406_a_683_G,4,0,0,0,0,0,0,0,0,0
MEG_4406|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4406|OXA-4406_a_762_T,5,0,0,0,0,0,0,0,0,0
MEG_4406|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4406|OXA-4406_a_793_T,4,0,0,0,0,0,0,0,0,0
MEG_4409|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4409|OXA-4409_c_206_A,0,0,0,0,0,2,0,2,1,0
MEG_4527|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4527|OXA-4527_a_99_G,6,6,8,0,6,0,0,0,0,0
MEG_4527|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4527|OXA-4527_t_206_A,1,2,6,0,7,0,0,0,0,0
MEG_4527|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4527|OXA-4527_t_736_G,4,2,8,0,3,0,0,0,0,0
MEG_4605|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4605|OXA-4605_t_535_C,5,0,0,0,0,0,0,0,0,0
MEG_4605|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4605|OXA-4605_g_576_C,4,0,0,0,0,0,0,0,0,0
MEG_4668|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4668|OXA-4668_c_65_T,24,0,3,3,1,0,0,0,0,0
MEG_4668|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4668|OXA-4668_a_128_C,24,0,2,3,0,0,0,0,0,0
MEG_4668|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4668|OXA-4668_t_137_A,24,0,2,3,0,0,0,0,0,0
MEG_4668|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4668|OXA-4668_a_295_G,12,0,2,0,0,0,0,0,0,0
MEG_4668|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4668|OXA-4668_a_323_T,11,0,1,0,0,0,0,0,0,0
MEG_4668|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4668|OXA-4668_t_503_C,13,0,2,2,0,0,0,0,0,0
MEG_4668|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4668|OXA-4668_c_616_T,10,0,1,1,1,0,0,0,0,0
MEG_4668|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4668|OXA-4668_a_683_G,9,0,1,0,0,0,0,0,0,0
MEG_4668|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4668|OXA-4668_a_762_T,9,0,1,0,0,0,0,0,0,0
MEG_4668|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4668|OXA-4668_a_793_T,5,0,0,0,0,0,0,0,0,0
MEG_4670|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4670|OXA-4670_g_67_A,0,0,0,0,0,2,2,1,2,0
MEG_4670|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4670|OXA-4670_c_146_A,0,0,0,0,0,3,1,2,2,1
MEG_4670|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4670|OXA-4670_c_206_A,0,0,0,0,0,4,0,3,3,1
MEG_4818|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4818|OXA-4818_C_696_G,1,0,0,1,2,0,0,0,0,0
MEG_4912|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4912|OXA-4912_A_170_C,0,0,0,0,0,0,13,4,6,4
MEG_4912|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4912|OXA-4912_C_221_A,0,0,0,0,0,0,13,6,5,4
MEG_4912|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4912|OXA-4912_G_432_A,0,0,0,0,0,0,1,0,2,2
MEG_4912|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4912|OXA-4912_A_644_T,0,0,0,0,0,0,7,2,4,0
MEG_4912|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4912|OXA-4912_T_657_G,0,0,0,0,0,0,5,2,4,0
MEG_4927|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4927|OXA-4927_T_61_C,0,0,0,0,0,0,8,1,3,0
MEG_4927|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4927|OXA-4927_A_625_G,0,0,0,0,0,7,14,2,3,2
MEG_4980|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4980|OXA-4980_G_67_A,0,0,0,0,0,1,0,0,3,1
MEG_4980|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_4980|OXA-4980_C_146_A,0,0,0,0,0,0,0,0,2,2
MEG_5014|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5014|OXA-5014_A_295_G,11,0,0,0,0,0,0,0,0,0
MEG_5014|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5014|OXA-5014_A_323_T,11,0,0,0,0,0,0,0,0,0
MEG_5014|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5014|OXA-5014_C_616_T,6,0,0,0,0,0,0,0,0,0
MEG_5014|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5014|OXA-5014_A_683_G,5,0,0,0,0,0,0,0,0,0
MEG_5014|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5014|OXA-5014_A_762_T,5,0,0,0,0,0,0,0,0,0
MEG_5014|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5014|OXA-5014_A_793_T,5,0,0,0,0,0,0,0,0,0
MEG_5043|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5043|OXA-5043_G_686_T,0,0,0,0,0,0,2,2,5,0
MEG_5074|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5074|OXA-5074_G_528_T,0,0,0,0,0,1,5,0,0,0
MEG_5074|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5074|OXA-5074_C_647_A,0,0,0,0,0,0,10,0,1,2
MEG_5074|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5074|OXA-5074_A_650_T,0,0,0,0,0,0,10,0,1,3
MEG_5074|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5074|OXA-5074_G_659_A,0,0,0,0,0,1,10,0,1,3
MEG_5074|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5074|OXA-5074_A_754_T,0,0,0,0,0,1,9,0,0,1
MEG_5212|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5212|OXA-5212_T_293_C,0,0,0,0,0,2,2,1,0,1
MEG_5228|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5228|OXA-5228_T_121_G,0,0,0,0,0,0,0,1,2,1
MEG_5241|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5241|OXA-5241_A_51_C,0,0,0,0,0,0,7,0,0,0
MEG_5241|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5241|OXA-5241_G_542_T,0,0,0,0,0,1,6,0,0,1
MEG_5241|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5241|OXA-5241_C_661_A,0,0,0,0,0,0,7,0,1,0
MEG_5241|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5241|OXA-5241_A_664_T,0,0,0,0,0,1,8,0,1,0
MEG_5241|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5241|OXA-5241_G_673_A,0,0,0,0,0,1,8,0,1,0
MEG_5241|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5241|OXA-5241_A_768_T,0,0,0,0,0,3,7,0,0,0
MEG_5265|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5265|OXA-5265_C_65_T,22,0,1,0,0,0,0,0,0,0
MEG_5265|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5265|OXA-5265_A_128_C,25,0,0,0,0,0,0,0,0,0
MEG_5265|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5265|OXA-5265_T_137_A,26,0,0,0,0,0,0,0,0,0
MEG_5265|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5265|OXA-5265_A_295_G,5,0,1,0,0,0,0,0,0,0
MEG_5265|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5265|OXA-5265_A_323_T,6,0,1,0,0,0,0,0,0,0
MEG_5265|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5265|OXA-5265_T_503_C,6,0,0,0,0,0,0,0,0,0
MEG_5265|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5265|OXA-5265_C_616_T,12,0,0,0,0,0,0,0,0,0
MEG_5265|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5265|OXA-5265_A_683_G,14,0,0,0,0,0,0,0,0,0
MEG_5265|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5265|OXA-5265_A_762_T,8,0,0,0,0,0,0,0,0,0
MEG_5265|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5265|OXA-5265_A_793_T,5,0,0,0,0,0,0,0,0,0
MEG_5276|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5276|OXA-5276_T_486_G,0,2,1,4,2,0,0,0,0,0
MEG_5276|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5276|OXA-5276_A_557_T,1,3,0,10,0,0,0,0,0,0
MEG_5276|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5276|OXA-5276_C_696_G,1,2,1,4,3,0,0,0,0,0
MEG_5276|Drugs|betalactams|Class_D_betalactamases|OXA|MEG_5276|OXA-5276_T_769_C,0,1,1,4,2,0,0,0,0,0
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP|MEG_5321|OXYRKP-5321_C_274_G,1,5,2,0,0,0,0,0,0,0
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP|MEG_5321|OXYRKP-5321_T_557_G,5,5,4,0,0,0,0,0,0,0
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP|MEG_5321|OXYRKP-5321_G_604_A,4,7,7,0,0,0,0,0,0,0
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP|MEG_5321|OXYRKP-5321_T_648_G,1,5,7,0,0,0,0,0,0,0
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP|MEG_5321|OXYRKP-5321_C_868_G,0,10,4,1,0,0,0,0,0,0
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP|MEG_5321|OXYRKP-5321_T_882_A,0,9,4,0,0,0,0,0,0,0
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP|MEG_5321|OXYRKP-5321_G_913_T,0,4,1,0,0,0,0,0,0,0
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5332|PARC-5332_A_471_G,1,0,2,1,2,2,3,2,0,1
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5332|PARC-5332_T_684_C,1,0,1,0,0,0,0,1,0,1
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5332|PARC-5332_A_771_G,0,0,1,1,0,0,0,1,0,1
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5332|PARC-5332_G_1128_C,1,0,0,0,1,0,1,0,0,2
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5332|PARC-5332_C_1185_T,0,1,1,1,0,0,0,1,0,0
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5332|PARC-5332_G_1317_A,2,2,0,0,1,1,2,2,0,3
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5332|PARC-5332_T_1617_C,2,6,0,2,3,4,3,1,1,2
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5332|PARC-5332_C_2140_T,0,1,0,1,1,0,1,0,0,0
MEG_5333|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5333|PARC-5333_A_471_G,0,1,1,0,0,1,3,1,0,2
MEG_5333|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5333|PARC-5333_G_594_A,1,0,1,0,1,0,2,4,0,2
MEG_5333|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5333|PARC-5333_C_1062_T,0,0,1,0,1,1,1,5,0,4
MEG_5333|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5333|PARC-5333_C_1470_T,0,6,6,0,1,2,0,0,2,4
MEG_5333|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5333|PARC-5333_T_1974_C,0,1,0,0,1,0,0,0,0,3
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5341|PARC-5341_C_246_T,20,24,3,7,4,2,1,31,13,1
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5341|PARC-5341_G_267_C,21,22,4,7,2,1,1,31,10,1
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5341|PARC-5341_A_345_G,22,18,8,12,1,7,2,31,8,3
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5341|PARC-5341_C_504_T,13,14,4,1,3,4,4,18,7,3
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5341|PARC-5341_C_528_T,10,8,2,1,2,0,3,11,5,3
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5341|PARC-5341_G_549_A,6,3,1,0,0,0,0,8,2,1
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5341|PARC-5341_C_567_T,3,2,2,0,0,0,0,6,1,0
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5341|PARC-5341_A_576_G,2,4,3,0,1,1,0,7,2,0
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5341|PARC-5341_T_579_C,2,4,3,0,1,1,0,7,2,0
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5341|PARC-5341_T_663_C,22,27,5,10,7,6,1,45,13,5
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5341|PARC-5341_T_747_C,27,38,2,14,7,7,2,63,18,8
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5341|PARC-5341_T_1065_C,35,44,5,19,9,6,6,71,16,7
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5341|PARC-5341_C_1185_T,42,43,5,11,14,10,6,81,28,10
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5341|PARC-5341_C_1293_T,33,37,6,19,6,5,8,74,16,4
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5341|PARC-5341_G_1299_A,34,36,6,17,5,6,8,73,14,5
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5341|PARC-5341_T_1618_C,39,39,7,11,8,11,13,63,18,9
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5341|PARC-5341_T_1995_G,17,19,2,13,4,4,3,25,16,4
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5341|PARC-5341_T_2019_C,17,21,1,11,4,7,2,23,14,3
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5341|PARC-5341_A_2040_T,17,24,1,10,2,7,3,23,12,3
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5341|PARC-5341_C_2043_T,17,24,1,10,2,7,3,23,12,2
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5341|PARC-5341_C_2221_T,28,29,3,8,5,6,4,65,15,2
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5341|PARC-5341_G_2232_A,28,27,2,8,5,6,4,67,16,2
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5341|PARC-5341_G_2313_A,29,29,0,9,5,3,2,36,9,3
MEG_5348|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5348|PARC-5348_G_594_A,0,2,0,0,0,0,2,1,0,0
MEG_5348|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5348|PARC-5348_C_1062_T,0,1,0,0,0,0,0,2,0,1
MEG_5348|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5348|PARC-5348_C_1470_T,0,1,2,0,1,1,0,0,1,2
MEG_5348|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5348|PARC-5348_G_1707_A,0,3,0,0,0,1,1,0,0,0
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5353|PARC-5353_C_411_T,6,7,5,20,1,4,8,1,5,5
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5353|PARC-5353_C_501_T,6,4,1,11,1,1,7,1,4,4
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5353|PARC-5353_T_516_A,5,5,2,8,1,1,5,1,1,3
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5353|PARC-5353_G_525_C,4,4,2,6,0,0,5,1,1,3
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5353|PARC-5353_C_630_T,4,8,3,5,0,2,10,1,0,0
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5353|PARC-5353_C_753_T,2,5,8,19,0,2,13,2,1,7
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5353|PARC-5353_A_867_G,1,1,4,4,0,2,1,0,2,1
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5353|PARC-5353_C_900_G,1,1,0,1,0,0,0,0,1,0
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5353|PARC-5353_G_903_A,1,1,0,1,0,0,0,0,1,0
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5353|PARC-5353_G_927_A,1,2,3,2,0,1,3,0,1,1
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5353|PARC-5353_T_1125_C,9,9,14,24,0,5,26,7,3,11
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5353|PARC-5353_G_1140_A,9,10,14,23,0,5,22,7,3,10
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5353|PARC-5353_A_1197_G,9,10,6,27,0,6,19,5,1,5
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5353|PARC-5353_T_1332_G,3,5,4,16,0,2,7,1,3,10
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5353|PARC-5353_C_1483_T,9,8,4,13,1,5,12,5,1,6
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5353|PARC-5353_C_1491_T,10,8,4,13,1,4,12,6,1,7
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5353|PARC-5353_C_1539_T,8,6,4,10,1,3,9,5,1,3
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5353|PARC-5353_G_1746_A,0,2,2,7,0,2,3,3,1,4
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5353|PARC-5353_C_2013_T,4,2,3,12,0,1,6,5,3,6
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5353|PARC-5353_G_2145_A,2,4,0,11,0,1,6,2,0,4
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5353|PARC-5353_A_2223_G,0,0,0,2,0,0,2,2,0,1
MEG_5361|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5361|PARC-5361_C_170_G,1,0,1,4,0,0,0,1,0,3
MEG_5361|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5361|PARC-5361_T_201_C,1,0,0,0,0,0,2,0,0,1
MEG_5361|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5361|PARC-5361_C_369_T,1,2,0,1,0,0,0,0,0,0
MEG_5361|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5361|PARC-5361_C_384_T,1,2,0,1,0,1,0,1,0,0
MEG_5361|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5361|PARC-5361_C_450_G,4,1,1,4,0,2,4,1,0,5
MEG_5361|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5361|PARC-5361_C_501_T,6,4,3,9,0,3,8,7,2,10
MEG_5361|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5361|PARC-5361_T_516_A,7,4,5,12,0,3,9,8,2,10
MEG_5361|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5361|PARC-5361_G_804_A,5,6,8,12,0,1,10,2,0,7
MEG_5361|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5361|PARC-5361_G_1074_A,0,0,0,0,0,0,3,0,2,0
MEG_5361|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5361|PARC-5361_G_1140_A,0,0,0,1,0,0,4,0,2,0
MEG_5361|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5361|PARC-5361_A_1330_C,6,11,9,11,0,5,8,7,3,4
MEG_5361|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5361|PARC-5361_T_1479_C,1,2,4,4,0,0,2,1,0,0
MEG_5361|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5361|PARC-5361_C_1483_T,1,2,4,6,0,0,4,1,0,0
MEG_5361|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5361|PARC-5361_C_1491_T,3,2,4,5,0,0,4,1,0,0
MEG_5361|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5361|PARC-5361_C_1539_T,3,5,2,6,1,0,5,3,0,1
MEG_5361|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5361|PARC-5361_C_2013_T,0,2,1,0,0,0,0,2,0,0
MEG_5361|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5361|PARC-5361_T_2157_C,3,4,3,7,0,1,2,0,1,2
MEG_5363|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5363|PARC-5363_A_405_G,0,0,1,1,0,0,2,1,0,2
MEG_5363|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5363|PARC-5363_G_528_A,2,1,1,2,0,1,0,2,0,2
MEG_5363|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|MEG_5363|PARC-5363_C_996_T,0,2,0,1,1,3,0,0,0,3
